name,dialogue
Michael,Fat Halpert. Jim Halpert.
Michael,Not great.
Dwight,Because we're friends.
Pam,I don’t know.
Andy,What? I already lost Jim. Salesmen are suppose to help each other out. We’re suppose to be a team.
Andy,What if I told you that I hate you and I hate this company?
Pam,Score.
Michael,"Now, we have eighty-five dollars, and a Sam Goody gift certificate..."
Dwight,"HeĂ˘â‚¬â„˘s like a manatee. Ready? LetĂ˘â‚¬â„˘s go again. Come on. We can do this. One, two, three! Oh, God.Ă‚Â No wonder my elevator cables are under such strain."
Jim,What award would you like to give Dwight?
Michael,"I'm asking Pam to do it, please."
Jim,Hey.
Meredith,We can drink?
Dwight,"Wait, this money is going to bat birth control, right Michael, that's what you told me when I contributed."
Dwight,It's just for family.
Angela,"Oh, um actually uh, we are just friends."
Andy,"Thank you, Darryl."
Jim,Not really a rhyme.
Kevin,I'll take him.
Jim,You√¢‚Ç¨‚Ñ¢re welcome.
Michael,Really? What happened?
Pam,Tell 'em how it happened.
Michael,"Okay, Okay, we don't have much time. Just act normal. Don't look at me people. Stop. Don't look down. Don't look down. He's going to see me. Don't look all the way up. Keep it at a normal height. Okay. This is not Michael Scott talking right now, this is your future. Hello, I am your future. You're older, and you are very happy now. Because you went with Michael Scott. Right. So everybody come on down. Lets just crawl out of here together. Alright? Come on! Are you, are you doing your best here? Are you being the best that you can be? Alright. Everybody who's going to go with me I want you to stomp your foot. Okay, alright. Come on. You're coming with me. Come on Phyllis. Here we go, here we go!"
Dwight,"Answer me this, though."
Jim,"Imagine going back and watching a tape of your life. You could see yourself change and make mistakes√Ę‚ā¨¬¶and grow up. You could watch yourself fall in love, watch yourself become a husband, become a father. You guys gave that to me. And that’s√Ę‚ā¨¬¶an amazing gift."
Angela,No you can’t baby! Good luck.
Dwight,Break protocol! Break protocol! Break protocol!
Phyllis,"Oh, it's coming."
Michael,"I see you've met Computron, our virtual helper. I'm Michael Scott. Welcome. Welcome. Computron is just one of the many modern devices that I have incorporated into the office. Watch this. Computron?"
Jim,Maybe we should just wait and find out.
Michael,For?
Phyllis,"Never mind, I shouldn't have said that."
Creed,Nothing! Nothing going on. We’re talking about nothing. C’mon gang.
Meredith,"Well, I really appreciate you coming. I’m singling you ouuuut."
Toby,Mm-hmm.
Pam,"Really. And I don’t know about you, but I don’t know of a lot of happy marriages that start off with an ultimatum, do you?"
Erin,"Nellie, this is a competition. Please take it seriously."
Creed,"What do you mean, ""Why?"""
Michael,"And the last guy says ""No, hairy body""."
Michael,Ok.
Pam,"I worked until about 2:45 AM. And then I had to decide if I wanted to spend the night with Michael editing in his office, and Dwight watching Michael edit in his office, or drive home and probably fall asleep at the wheel and die in a fiery car wreck. I passed out on my keyboard trying to decide."
Michael,Hey guys.
Pam,Somebody needs a change.
Jim,What's that?
Andy,"My brother was born, and my parents felt he better exemplified the Walter Jr. name, so they gave it to him. I was given Andrew, which they got out of a baby name book."
Kelly,So unnecessary.
Ryan,Are we staying til five?
Pam,"Oh, yeah, this is the part where Kevin sat in front of the camcorder all night. It's great."
Michael,Damn it.
Ryan,When was China founded?
Toby,I can neither confirm nor deny this. Let’s just say I’ll be up to my neck in jury duty.
Jim,And stuff... yeah.
Jim,Oh.
Michael,"Um, no, no. Come on. No. Don't comfort... don't comfort her, that's not... She doesn't need comforting. We're just joking around. I think she's... No that's very unprofessional. I think she's being very unprofessional over there."
Stanley,Has potential to be your best idea yet.
Pam,Hey.
Michael,Okay.
Dwight,I don't know that first things about secret meetings.
Pam,"I honestly think you’re idealizing people here again, Michael. I don’t think that’s gonna happen."
Andy,What are you thinking?
Andy,"Okay, it is time for the final votes. All of those in favor of resolution Hillary Swank is hot? Okay. And all those opposed?"
Jim,What kind of pizza would you like?
Andy,"So, sorry Tuna but if you don't know why that's awesome... then... you need awesome lessons."
Kevin,Dream… big. Right? So what I want you to do is dream the biggest that you c… an. And then double it! .
Ryan,What?
Michael,"Hey, Stanley, is that jacket make of up-dog?"
Michael,"Very good, Jim. Pam, please note that Jim is very astute. All right, are we ready?"
Angela,I'll take the poster. Some people like these.
Angela,"Well, whatever Kelly wants to do in her own house is fine but we shouldn’t all be subjected to it."
Dwight,"Ha ha! April 13th, 2002."
Dwight,You have your lawyer there?
Michael,"Well, no no no no no..."
Michael,"Yes, and thank you for sending that to me."
Dwight,"Hey there, gorgeous. How you doing today?"
Phyllis,"Look, he's been complaining about this for a while, it's not crazy."
Phyllis,Okay...
Andy,Dwight.
Andy,Exactly. And you know better than anyone that with the right management it could be worth twice what you would pay for it today.
Kevin,Shoot.
Jim,Wow. That was Dwight. He seems upset about something.
Darryl,"Make it happen, cap'in."
Pam,No.
Kelly,Wow.
Darryl,"Because you’re not a daddy, and it’s not your baby."
Pam,I'm engaged. So...
Michael,I'm not gonna be okay.
Michael,Yes we do.
Michael,Let's cut it.
Dwight,"It was a Beaumont-Adams, if that helps."
Pam,Yeah. I was kinda hoping you could. I gotta go. Bye. Come on.
Michael,Much advice you seek. Do you know who that is?
Michael,It's for your trouble.
Pam,"It's weird. Jan use to treat Michael like he was a ten year old, but lately it's like he's five."
Phyllis,Where would you like the Rice Krispy Treat stars?
Jim,I want to clamp Michael’s face in a George Foreman grill.
Angela,I don't want to blame anyone in particular. I think everyone's to blame.
Michael,"So since you guys already ate, you won't be eating the stuff you brought with you for lunch, will you? Oh, wow, Stanley. Is that egg salad? Andy brought some salmon."
Jim,"Oh God, I’ve been playing Zombie Soccer for two hours?"
Jim,No.
Michael,Well I'll just... I'll use different money for that.
Jim,Okay.
Stanley,"It might be easier if you take a deep breath, lift from the knees, and shove it up your butt."
Pam,Remember yesterday when we were terrified of being parents?
Jim,All right. √Ç¬ÝThank you so much. Wow. Wow! And good night!
Oscar,"Kevin, c'mon."
Meredith,Holly. She’s on the warpath. She is gunning for all our jobs. Do you guys have any dirt on her?
Michael,But Grotti acts like he's mafia though.
Michael,"No, nothing happened. I-I swear, nothing happened. What, I'm, totally being serious. A gentleman does not kiss and tell, and neither do I. No, seriously, guys, I'm not, I don't want to go into it at all. It's off limits. Fine, I took her back to her hotel and we made out for a little while. It was great. I mean she told me about her divorce, we talked for about five hours, she fell asleep on my arm. So."
Michael,On one hand I want to be honest with Jan and tell her the truth but on the other hand I'm afraid she's going to dump me.
Darryl,What do you say?
Jim,"Jan is about to have a baby with a sperm donor. And Michael is preparing for the birth of a watermelon with Dwight. Now, this baby will be related to Michael through delusion."
Pam,"Actually, I put the catalog in your hands 'cause you have to pick out a new chair."
Dwight,"Constructing a home-made cast? Genius. Filled with foresight. Like in the pioneer times, if you lost a leg, they would then use the bone of the leg for a cane. They wasted nothing."
Dwight,This is not at drill!
Jim,"Mmhmm, yeah."
Jim,"Could, keep that down."
Oscar,There’s a promo for the new documentary on the web.
Stanley,Are you crazy?
Pam,"This is the last day of our summer interns. It's been nice. We haven't had interns for a while, ever since Michael's Monica Lewinsky incident. He didn't do anything sexual. He just made far, far too many Monica Lewinsky jokes. It was just easier for corporate to shut down the program."
Michael,"It's just, we need to get her out of here because no one is going to want to go in there with a woman writhing around on the floor. Wait, wait, wait. But most importantly we need to get her some medical attention. ASAP. Stat."
Kevin,"At least once a year, I like to bring in some of my Kevin's Famous Chili. The trick is to undercook the onions. Everybody is going to get to know each other in the pot. I'm serious about this stuff. I'm up the night before pressing garlic and dicing whole tomatoes. I toast my own Ancho chilies. It's a recipe passed down from Malone's for generations. It's probably the thing I do best."
Michael,"Oh, God. Oh..."
Ryan,I finally mastered commitment.
Kevin,Oh yeah.
Dwight,Where?
Andy,Gahhh. That’s five strikes.
Michael,Okay.
Darryl,What?
Jim,Hey. It is my business when it happens at work.
Stanley,Why not just go one for the year?
Dwight,What?
Michael,Really?
Pam,"No, not like a ham. It’s about doing something, so that the person knows that you really care about her."
Jim,Which will clearly affect the day-to-day well-being of our employees.
Pam,Yeah... That was um...
Dwight,Paper company. They’re only one of Staples’ top competitors in the area.
Kevin,"I think I'll go to Angela's party, because that's the party I know."
Oscar,He did it himself.
Michael,So we should get the check?
Pam,"Not anymore. It's, um... It's completely over now."
Michael,She drives a green camry.
Dwight,"You’re welcome, sir. But David, listen to me carefully. I’m gonna need you to let the mailman go. Ok?"
Andy,Alright! Here we go.
Jim,I'm not talking to you.
Andy,Close it.
Andy,"Nate! Please….thank you. You have no business education, you were gonna take classes under D’Angelo, what happened to that?"
Dwight,Some of these kernels have crowned.
Michael,I'll call her back. Wish I could fire Sherri.
Angela,"You know, there's doughnuts in the break room."
Michael,"Don’t think of it that way. It’s like, urine goes all over the place. You know, there’s no controlling it. It just… goes"
Erin,"Oh no, he couldn’t be more than late thirty’s. Tops."
Michael,I already have my European girlfriend.
Dwight,Well that's debatable. There are basically two schools of thought---
Darryl,"Hell yeah, yeah, yeah. Mo’fo, mo’fo."
Michael,Okay! Calm down.
Pam,Yeah.
Michael,Really? Well then how would we come up with great ideas like Jim's? Go ahead.
Jim,Cool.
Andy,Huh.
Oscar,Yes! It’s a gay bar! So you guys want to go home now?
Michael,A fairy princess. You're very... .
Jim,"Absolutely, yes."
Dwight,Excellent question.
Darryl,AhhĂąâŹÂŠWe don’t really do those. We just sign the thing.
Dwight,Fine!
Michael,"Halfway! Okay, You know what I want to do, I want to pull over and find little bed and breakfast for when we meet in the middle. Emphasis on the bed. And the breakfast."
Oscar,I jus… I just need a signature.
Creed,Yeah.
Pam,This could be real. Dwight’s pretty handy with computers. He fixed my laptop once.
Jim,"Hey, Phyllis. Are you just getting back from lunch now?"
Creed,Cambodia. You?
Michael,"No no, I'll help you. I'll help you up. Here we go."
Michael,"He is also in an interracial relationship, so, you know, if you have any problems, you can always call him."
Michael,"Happy Halloween, everyone! Oh... that's great!"
Pam,"Oh, Dwight. I’m so sorry. Were you guys close?"
Dwight,You were dressed as Willy Wonka so...
Dwight,"Oh, and the old man to feed us the cheese that he’s been fermenting since the day of my birth. You keep forgetting about him."
Andy,"It's not real Brad Pitt, this is like, this is my fantasy. Or it's like, not a fantasy, it's just... it's just a scenario."
Oscar,"Is that true, Toby?"
Jim,"Okay, I√¢‚Ç¨‚Ñ¢ll do it."
Pam,"Um. Ok, bye."
Dwight,There you go!
Pam,"Hey, there's a..."
Dwight,"Seat belts fastened, folks. Safety first. Hey what is all this?"
Dwight,That's an exaggeration.
Angela,"Michael, there's no way we can do it in time."
Erin,"Maybe, ok? Let me think about it."
Kevin,Hey.
Michael,Thank you. Did you get all dark meat like I like?
Ryan,What’s up?
Kelly,"So then the next movie moves to the top of the queue. So number five becomes number four, number six becomes number five, number three becomes number two, etc, etc. And let’s just say that I just sent back Love Actually, which was awesome. And they sent me Uptown Girls, which is also awesome. But guess what, now I want to see love actually again, but it’s at the bottom of the que! Oh no, what do I do!? What I do, is this. I go online, I go click, click, click. And I change the order of the que, so that I can see Love Actually as soon as I want to. It’s so easy, Ryan. Do you really not know how Netflix works?"
Darryl,You mean to tell me no one wanted an energy drink for Asian homosexuals?
Dwight,Seventy-two hours.
Jim,Still decorative.
Pam,"I think she looks good. Now that she’s wearing sports bras, we don’t see her boobs as much."
Michael,That’s not a baby.
Kelly,Mmm hmm.
Oscar,When is the funeral?
Pam,What do you mean?
Kelly,"You know what, I have been watching TV all week. I choose nap."
Jim,"Oh, man. You know what? This might take a while. You really don't have to stay, if you don't want."
Dwight,Want to take a rake… .
Michael,"Okay. Hey, you could transfer Holly back from Nashua."
Pam,"Oh my God, you guys, look. It's Recyclops."
Phyllis,Phyllis Vance for David Wallace.
Michael,"I wasn’t talking literally, Creed. Yeah, being buried alive would be worse. Happy? Why am I talking to you?"
Andy,"I know what I said. Jim, you’re in deep doo-doo. Do you understand? I have one thing to say to you, and I’m going to say it in front of this whole office. Look me in the eye."
Dwight,Argggg!
Andy,None of your business.
Andy,"Excuse me? Everyone? Please check your emails, I just sent you the following message: “Coworkers, you may have received a Valentine from me. Please understand this does not mean that I like you in any way.”"
Michael,Of course. Thank you very much. Thanks for your time.
Dwight,Psh! Why? I know what Angela and the senator look like. I can mash that up in my head right now.
Pam,"Well I just want to take a minute to talk to you all about something very serious. Once every hour, someone is involved in an internet scam. That man is Michael Scott. He's supporting about 20 Nigerian princesses."
Dwight,"Yes, Howard Gruber, please."
Andy,"Here, we have a word code, the same way we have a dress code. And what we're talking about is‚ basically the speech equivalent‚ to just wearing underpants. Sometimes words, you no need use‚ but need need for talk talk."
Phyllis,"Ouch. Sorry, Andy, thatĂ˘â‚¬â„˘s-."
Dwight,"Are you a doctor, or a male nurse?"
Dwight,Men find me desirable.
Ryan,Stanley yelled at me today. That was one of the most frightening experiences of my life.
Jim,"Oh, are you firing Creed?"
Michael,"Wait, hold, hold, hold... so it IS true?"
Jim,"Okay, the limo’s gonna be here at five. I need everybody to be ready √Ę‚ā¨ňúcause I want to pack in a lot."
Michael,You can talk to me for as long as you want. I have all the time in the world. Oh God! Blech! Phyllis!
Darryl,"Hey, man, you put together a pretty fun night for everybody. I saw you talking to Hide. Did you hear that dude's life story? It's amazing, right?"
Jim,"Let me show you what I mean. Your new office. How great is that, right? For a job well done. Well, not done."
Dwight,That’s it? This is crap!
Jim,"Moms, primarily. Yep. Soccer moms. Single moms. NASCAR moms. Any type of moms, really."
Jim,"Not that Ryan Howard. Um, the Phillies’ first baseman."
Pam,IĂ˘â‚¬â„˘m so sorry.
Jim,One Charlie’s Angels. One. Let’s go.
Dwight,Are you nuts?
Andy,"Books! Excellent, Jim."
Kevin,"Wait, are they searching all our computers?"
Andy,I know.
Michael,"Do you think that Kevin is going over my head? I don't- Oh my GOD. Okay. All right. All right. You know what? That's inappropriate, Kevin. I am your boss, and if you have something to say, it goes through me, and then I take it to Gabe. Chain of command. Do you understand?"
Pam,When did you find time to do all this?
Jim,But you're comparing you and Luke to God and Jesus.
Jim,"And seriously, it's totally not a big deal, ok? And when I found out you were engaged, I mean."
Stanley,No.
Dwight,What kind of shocks you got on this baby?
Jim,"OK, with all due respect to everyone here, I think the most worthy opponent of you is you."
Ryan,"You didn’t prepare a presentation at all, did you?"
Kevin,They should do that thing where they play the really good music to get him to come out.
Toby,It was just...
Michael,Hey. You know what the best way of studying is?
Andy,"Please leave a message for Andy Bernard, include your na-"
Dwight,That was the last signature I needed.
Michael,"Well, it has certain connotations."
Jim,"Oh, okay. Hello. Hey, David. Sure."
Michael,"Oh, dat wir be fwar. Ah, me so horny."
Jim,"Oh, Andy. You know what? We don't have a lot of time, so we should probably..."
Jim,"All right, you know what? Let's do this."
Michael,"It’s 4:30 in the morning. Do you know where your kids are? If you are Ryan’s parents or Pam’s parents or my parents, you do. They’re gonna be in this van. With me. Who am I? Nothing to fear. I am just a 44 year old guy with a paper route."
Michael,"Thank you Pam. And I hope you are as gracious during this next part. Helene, once again you are a wonderful person and you have lived a great life and I envy it. And I want it someday, but just in the future. You need somebody who-- who understands your references. Who is Kafkaesque? I've never-- I don't know him. There's another woman. And her name is Italy... and skydiving... and bungee jumping."
Jim,I got it. Alright.
Michael,"Alright. Jim, to be fair, the conversation wasn't about planets..."
Jim,No. What party?
Jim,"Well, it was redacted. Look, if she wants an invite, maybe she's just trying to be friends."
Dwight,who is it?
Stanley,No one paid me to say 'Booyah.' Now pick up the ball.
Michael,"Dunder-Mifflin is the big picture! Can't you understand that? No, you can't. You're too young. Ryan... has never made a sale. And he started a fire trying to make a cheesy pita. And everybody thinks he's a tease. Well you know what? He doesn't know anything, and neither do you. SO SUCK ON THAT!"
Dwight,Phyllis is masturbating. In the office right now as we speak.
Jim,What the hell?
Michael,Yeah! They punk'd us! They punk'd us good! Come on. Come on!
Dwight,Where?
Andy,"Well… I mean, I was good at hiding it, but-"
Michael,Come on out!
Pam,Sales people can go later in the day. Hourly works can go at lunch.
Angela,The DaVinci Code!
Andy,"I didn’t. I, I just came to say goodbye to the boat. But I’ve decided to sail it to Bermuda."
Kevin,"Yeah, Michael, I'm at Gerrity's. You have to come down here."
Michael,We saved a lot of lives that day. That's where you first met Michael Klump.
Stanley,"Michael, I know that’s you. Why are you calling me here at home?"
Dwight,Robert! Robert California! Robert!
Pam,I meant to say something earlier. I just…
Dwight,What box?!
Phyllis,"Yeah, but in your perfect world, only you get money."
Dwight,Get…
Michael,Okay.
Jim,Okay.
Jim,"You know it's a tough thing, seeing a grown man take six shots to get out of a sand trap but, I had to give Phil credit for not quitting. Which is what I told him. I also told him I don't quit either, and I'd call him every single day until he gave me his business. Which he then did, after ...fifteen minutes of me blocking his car. So I am now his paper supplier! And I shot a 102 today, so I'm feeling pretty good."
Darryl,"All I need is Kevin. Dude buys more cookies than everyone combined and then some. When I first started selling cookies he was a relatively thin man. Not a thin man, mind you. Relatively thin."
Michael,What are you doing?
Michael,Idiot.
Pam,We don’t have any money. We don’t have an office. We don’t have anything.
Jim,Wow. What have we got here?
Andy,…Ryan…
Oscar,Creed?
Jim,"Michael, that is hilarious."
Pam,Huh.
Andy,"…and Jessica, just so you know, this is way more about my love for Erin than anything wrong with you."
Michael,HR stuff? HR Pufnstuf. Right up my alley. What is that? What kind of stuff is that?
Phyllis,"Ask for Donald, Karen's bananas."
Kevin,"The one who uses the doorbell, or the one with the Mexican hat, or the one with the rain galoshes, or the one you let go around naked?"
Michael,Wait a second. You're not into her? Are you kidding me?
Michael,"Pam, are you my friend?"
Jim,"OK, great."
Stanley,That├óŌé¼Ōäós pizza.
Pam,"Oh, no. I just--"
Michael,Yes.
Michael,"Oh, I’m really worried that I’m going to say it."
Oscar,"Well, it's-"
Pam,"Mmm, hmm."
Oscar,"Yes, Erin. They film us at night when we’re sleeping. Cause that makes great TV!"
Michael,Long story short: Jeff's dog ended up as ring bearer. And the irony is that after the ceremony that dog peed on everything and nobody said 'boo'.
Michael,"No, no, no, no. I don't want to chip my mug. Please get that off the floor."
Dwight,Drop this one. Abort.
Andy,You're welcome.
Ryan,"Okay, I’m not… I’m not playing this game, Pam. Not today."
Michael,You are doing it.
Pam,"And I've always believed that we should all be involved in everyone's personal lives, in a very major way."
Ryan,"That's good. They're creative, you're not."
Andy,"David. I lost the Scranton White Pages account. Do you have any idea how much paper that is? And I’d just like to point out, I was mad at Dwight. I did it out of spite."
Oscar,Who is that?
Oscar,Holy cow!
Erin,"I really wanted to see Andy's play, because he's so, so talented. But I've been trying to get in the babysitting game forever. The thirteen-year-olds in this town have a complete monopoly. It's almost like a babysitters club."
Michael,Okay. All right.
Michael,"Okay, let's go to Hayworth's."
Dwight,He's not kidding.
Michael,"Oh, no, that's a male model."
Michael,I wrote you a goodbye poem. It's really long. I left it up in my office. Could you just please wait till I go get it?
Michael,Bingo.
Jim,We were robbed last night.
Dwight,STANLEY! Have you ever seen a burn victim?
Michael,"There we go. Much better. Now everything I brought with me can be used. My sport coat here, can be fashioned into a backpack of sorts ."
Dwight,You got a better way?
Dwight,It’s not the greatest one either…
Dwight,Aha! A lightbulb.
Pam,"No, they have been dating for like two years. Since before your barbeque."
Phyllis,Yes you were.
Meredith,Andy followed you home after the Christmas party.
Michael,"No, I don’t."
Jim,So… how ’bout let’s not?
Erin,I need the most special thing in the office.
Jim,Why’s it smell real? Ah… good one.
Michael,"May I have your attention please? This office will not be using any new technology ever, starting now."
Stanley,Still behind.
Darryl,All right.
Ryan,"How could you do this to me, Michael? You just cost me $60,000."
Jim,"Look, is there a birthday you remember that you loved?"
Kevin,"Yeah, we can go eat pie."
Stanley,"Laugh it up, Halpert. I’m in Florida for a month without my family. I’m gonna enjoy this. Want to get in? You can work the iPod."
Oscar,"In any case, it gets better. Maybe- maybe not much better… but better."
Dwight,God... Damn it! Why us?
Stanley,Anyone have anything they want to trade for a toaster?
Angela,In a general sense.
Michael,All right! Martha Stewart! You can be Martha Stewart’s receptionist! Very good! I will be tea baggin’ it. Nn… no.
Dwight,"This cleaver appears to need sharpening. I suggest you spend some quality time together just you and your hand. Tie a shoe, toss a salad. Do any of the two hand activities that you’ll miss the most."
Michael,"No, don't worry, the chain is off."
Ryan,"Woah, don't get all defensive, alright? It's just a warning. If you want the details, Toby can provide them. You take it easy, alright?"
Pam,"Oh, thank you. I acknowledge and appreciate that you went out of your way to get me tea."
Erin,"No, j-l-p. Like, “I jlp… I jlp you!”"
Michael,"I don’t own Dunder Mifflin, okay? The job was not mine to give. Look, I need your advice on something. I am told that there are bears in the Rockies."
Andy,"-take a few breaths, and then I ask myself: Is this worth freaking out about?"
Dwight,"No, Toby, this is different. He's already dead."
Pam,I don't think that's a good idea.
Michael,Uh…
Dwight,No. You can't do that. It shouldn't come from you.
Erin,I’m in the bathroom.
Pam,Oh yeah.
Meredith,Sunrise Rehab? No! No! No! I told you no! There is no way!
Jim,"Wait, slow down."
Dwight,"He is a regular peanut. He just happens to have a cane, a monocle and a top hat."
Michael,"Oh. It was awesome. Very, very sublime."
Oscar,"Honestly, the book is so much better than this."
Pam,Bye! Hey.
Ryan,"Oh, close call! Okay, why don’t you just finish this up and leave it on my desk and I will see you at your place around 2 am."
Jim,"Yep, Spongebob Squarepants."
Oscar,Toby! Chateau Margaux ninety-five. You know your wine.
Jim,Now you’re just being hurtful.
Andy,Hail to the chief!
Michael,I need your help. This whole Pam/Ryan debate is screwing with my head.
Pam,...what your friendship means to me.
Andy,Hey Darryl.
Michael,"Oh, come on. Come on."
Michael,Really?
Stanley,"If we act nice now, then we're rewarding them for treating us poorly."
Michael,"DeAngelo, what are you doing? There’s a live audience out there!"
Angela,My name is Angela.
Dwight,I got sofa. I got sofa.
Ryan,Yeah. Jim is a nice guy. That's why I got the desk.
Meredith,Well… I’m not quitting.
Angela,"Pssst. I'm having relationship problems. And since you're always having relationship problems, I thought you'd be able to give me some advice."
Kevin,"Now, Jim telling us all to work? I think that is a very good sign."
Michael,You can count on me.
Stanley,This is ridiculous.
Jim,Mmm-hmm.
Jim,Of course I did.
Jim,We can order in from Hooters.
Michael,No.
Oscar,Congratulations. That's great.
Dwight,I tell you what. You give me a tape of your band and a tape of the Steve Miller Band and I’ll get back to you. That is all.
Jim,"So, what is this special project?"
Dwight,Reply it!
Oscar,I just never heard about the senator and yoga…
Michael,Yes.
Michael,Yeah.
Andy,"Ehh... well it's a very intriguing concept, isn't it? Um... hmmm.. Michael is starting his own paper company. What do you think about that?"
Jim,Uncanny.
Michael,"I know. I know. It is beautiful. No. Thank you. Is this it? I mean, is this… Two bowls of M&Ms and some balloons? You know what Phyllis, I think you need to step it up. I think you need to get the lead out. Because if I’m not mistaken, we gave you your wedding shower here. We all came into this room and gave you a golden shower. Well you know what, where’s my golden shower, Phyllis?"
Michael,"Oh God... okay alright. It's time to go it's time to go. Jim, let's go. Come on!"
Jim,Um… why Kelly?
Michael,"Yes, so I know I told everybody that tomorrow is my last day, but I’m, I’m gonna be leaving tonight. I head to the airport at four. And I have said goodbye to half of them."
Pam,What!?
Angela,I bet she does. I bet she’ll eat them right out of your hand with those big strong teeth.
Jim,"Don’t get me wrong, I am definitely here for Pam. But this is an awesome added bonus."
Dwight,"OkayĂ˘â‚¬Â¦ Seven, one, one, nineĂ˘â‚¬Â¦"
Erin,Thanks. I still don't understand why you wanted me to say that.
Michael,I am declining to speak first.
Erin,Yes? Is there a follow-up question? Mom?
Jim,Five minutes actually. I am a black belt in gift wrapping.
Michael,Hey you said you were gonna be out of town this weekend.
Creed,Let me have a turn.
Andy,Are you sure?
Andy,No.
Michael,"Hey, okay."
Pam,About 2 months
Dwight,"Hey Oscar how ya doin'? Dwight Schrute calling. Listen a little question for you, buddy. I called six minutes ago and no one answered. So I was wondering if you could explain. Oh, I see, so. Sounds like you're too sick to come into work but your well enough to go to the pharmacy."
Jim,Today is Thursday. But Dwight thinks that it's Friday. And that's what I'll be working on this afternoon.
Jim,"Uh, actually, I'm gonna go with copier."
Jim,"No, I didn't."
Jim,"I’m actually just looking for my Blackberry, so, carry on."
Jim,"Oh, it's just my avatar guy. Whatever."
Michael,Ow! You never forget. Whoo!
Oscar,I just figured I'd rather have new chairs than nothing at all.
Stanley,We know exactly what holiday you’re referring to.
Phyllis,"You don't take my clients away and give them to a secretary. No offense, Jim. I think she's very pretty."
Andy,"Come on, it’ll be fun. We could do doughnuts in the snow on the way back."
Dwight,Yes.
Michael,Yeh.
Michael,"Yes, Yes. They are all fake stories. What sort of twisted mind would come up with weird stories like that? Three hours. We're half way done."
Dwight,You know there’s a phrase about that in German. Bildenkinder. Used almost exclusively by childless landlords to console themselves. But now? I really understand it.
Erin,That’s so weird. There’s something wrong with my laptop. Oh. I fixed it.
Dwight,"It’s not locked, gimme that…"
Pam,"You know what? It’s fine, it’s fine. Let me just…it’s fine."
Pam,And I have my original.
Jim,Wow. I guess word got around. That's a nice... honor.
Dwight,"Yes, it is. Carry on."
Dwight,I don’t even know what to say.
Phyllis,"Yes, very."
Jim,Do I have any say in this?!
Dwight,"Look at me. Look at me! Look… at… this… face. This is not the face of a performer. This is the face of a scary apparition you see before you die. I√¢‚Ç¨‚Ñ¢m telling you… if you don√¢‚Ç¨‚Ñ¢t do this, I don√¢‚Ç¨‚Ñ¢t stand a chance. Please, Jim."
Jim,"Oh, don’t look at me cause I think you’re making a terrible choice."
Michael,Crystal clear. So is this for a movie that you're writing?
Jim,Dwight…
Meredith,...when he was telling us his dumbass plan.
Oscar,"Yay! I am gonna drop Phillip off at my mother's, and I'll meet you at Poor Richard's in an hour."
Dwight,"Alright. I'll call you, kid."
Angela,"I won’t be watching, and I won’t."
Dwight,Hmmm... Mmm... great turkey leg.
Michael,"No, did you?"
Jim,"Uh, actually, I haven't talked to her in a while."
Dwight,Ask him his symptoms. I'm on Web M.D.
Pam,I have the lowest sales record of anyone here.
Pam,If you wanna do something for the funeral...
Oscar,"Oh yeah, I don’t know if it’s right, but-"
Andy,"Uh, I did, every morning. And if I didn’t, then I hope I die."
Jim,"Oh, yeah. You sold a lot, so it's lighter."
Phyllis,That’s still a lot of money!
Toby,"Hey, Jim."
Angela,"Yeah, that’s a good one."
Phyllis,Put it down
Michael,Well you guys should hit the road before... I close down another branch.
Jim,"Alright now, I'm gonna warn you. Don't freak out, okay?"
Dwight,I am making a citizen’s arrest. You have the right to remain silent. You have the right to beg for mercy. You have the right to request judgment by combat. Dwight’s rights.
Jim,"Okay, just wait one second, alright? I will copy it. Do you have a pen?"
Jim,Um… are you aware that Nellie is giving out raises?
Creed,You tell her it’s for Creed. She’ll know what that means.
Michael,I don't.
Pam,"So, there was no sales call."
Michael,"Number eight, learn how to take off a woman's bra."
Ryan,Did you see Saw?
Toby,"Well, that’ll work."
Pam,"I have never, ever dated, or wanted to do anything resembling dating Michael, ever. Not ever, not now, not then, not now, not ever, ever."
Andy,So I just lean over this thing and then you’ll add the water special effect later?
Darryl,I hope so. Think about this carefully. There’s better lives than this one.
Stanley,"Ah, we don’t know. They didn’t give him his Christmas bonus this year, so…"
Dwight,…nothing beats the battle of Schrute Farms.
Erin,You want to keep this?
Andy,I swear…
Jim,"Well, it’s not a snowball, ’cause it’s only a dusting. Right?"
Toby,What is going on here?
Michael,"Uh, nope. Nope. This isn't the surprise. It's surprising, um... because you didn't expect it. But you will... you'll know it when you see it."
Erin,What?
Andy,Water.
Stanley,how about that two-hole-punch letter? Only the lawyers want that punch at the top and they use legal.
Jim,"Challenge number two, protocol. Clark?"
Jim,I didn't tell anyone! Who did you tell?
Andy,Good. Drew.
Oscar,"Just to be clear, he backed down an insurance agent from Mutual of Harrisburg."
Meredith,Frickin’ A!
Jim,Hmm... Five.
Pam,Thank you.
Michael,"Can I make just a little announcement. In a professional roast, usually the roaster will say something nice about the roastee after they're done, something about how much they love them, so, just, keep that in mind."
Ryan,This is from the sun.
Pam,Maybe it├óŌé¼Ōäós a list of people he├óŌé¼Ōäós gonna fire.
Pam,No.
Michael,"We're going bankrupt, you think? They are really angry."
