name,dialogue
Michael,You’re kidding.
Jim,Mmm-hmm.
Jim,Agreed.
Ryan,Then do it.
Pam,"I mean, what the hell was that?"
Dwight,"He totally misses,"
Pam,"Yeah, I mean, admitting you need help is the first step!"
Michael,"The world sends people your way... Ryan came to me through a temp agency. Andy was transferred here. No idea where Creed came from. The point is you just have to play with the cards that you're dealt. Jim, that guy is an ace. Dwight is my King up my sleeve. Phyllis is my old maid. Oscar is my queen. That's easy. Gimme a hard one. That's what Oscar said. Toby is the instruction card you throw away. Pam's a solid seven. And yeah, you know what? Ryan is probably, like, a two. But sometimes twos can be wild. So watch out. And I am obviously the joker. So... That's Uh..."
Dwight,"No, you have lots of other pieces of paper that are just like it. So here, just take my money."
Kevin,But…
Andy,Thank you.
Ryan,Two HR reps.
Michael,"You can hear me, but I can't hear you."
Andy,Wow. There’s a lot of cars here. This is just weird.
Dwight,Oh I did. I did.
Andy,"What?! They took another client from us? Okay, bye. Man! Business is war! Customers, clients- it’s like a war out there."
Jim,"Oh, no, not while I’m here."
Dwight,Are you... are you serious? Be... cause you look exactly alike. Am I the only one? Are you getting this?
Michael,"No, I was being negligent. But she's in the hospital, she's fine, recovering nicely. Tiny little crack in her pelvis. But she will be up in..."
Kelly,"Who am I? I’m Kelly Kapoor, the business bitch."
Pam,Learn to cook for one!
Jim,"You’ve seen it, right?"
Michael,"Oh, Blue Blast. Yes, put that in the trunk, and there should be an unopened Arctic Chill back there. I want that in the passengers cupholder. Thank you."
Jim,Did you just trademark that…
Dwight,Sales is not all in here. It's also in here.
Andy,"I’ve decided to pre-screen all the Halloween costumes this year. I have three simple rules – don’t be offensive, don’t be cliche, and don’t take the first two rules too seriously."
Michael,"I am glad that you asked, listen up everybody. In the last year, we have lost seven clients to the big chains. These gift baskets are our ticket back into their lives. We are going to show up at these businesses unannounced, and we are going to win them back."
Michael,Yes?
Jim,"Okay, bye. So sorry about that."
Jim,Definitely.
Michael,So let's see what we can find out from reading. Jim Halpert is smudge and arrogant.
Kevin,Yeah.
Dwight,Oh my god.
Pam,"Well, it was, uh, it was really nice meeting you, Alan."
Michael,I did!
Andy,"No. Actually, whomever is the formal version of the word."
Jim,"Well, that was apple-picking day and there's no need to yell that day, you know. I was just excited to find the car. Perfect end to a perfect day."
Andy,"Yeah, come on. Get up here. Just hop on up."
Dwight,You know what? Why doesn't Oscar run the meeting? He's a homosexual.
Jim,"""Good luck."""
Michael,"Actually I don't get paid by the hour anymore, but thank you, I get paid by the year, so..."
Oscar,"No, that's a flush."
Michael,On purpose?
Michael,"Look since you have the machine up and running, can I just stick my foot, we take a look?"
Andy,"My brother was born, and my parents felt he better exemplified the Walter Jr. name, so they gave it to him. I was given Andrew, which they got out of a baby name book."
Jim,"Hey, uh David."
Toby,"Well you know Michael, I have a brother in Boulder. Rory Flenderson. You should look him up."
Kevin,Hmm.
Ryan,"David Wallace does too. You told him all about this at the Christmas party, right?"
Michael,Alright.
Pam,Bye.
Michael,"Why do I like Hooters? Well I will give you two reasons, the boobs and the hot wings."
Dwight,Same page. Just keep moving.
Jim,"Office romances. Um... I think you should probably ask Pam 'cause she's in an office romance, technically."
Angela,"Excuse me, everyone. Is it OK if I leave early from work today? It’s Phillip’s first birthday and the senator and I are hosting a party at our house."
Kevin,I'm not mocking. I was just making an observation about a nut.
Michael,"Look, people continue to come back to us time and time again because they feel cared for here. They feel respected and they feel that their needs matter. They are treated like human beings."
Kelly,You just asked a girl out on the phone!
Erin,"Because I’m playing to win. I’m playing “moo”, I’m playing “milk”. Whatever it takes."
Pam,I think it’s called ‘Nibbles’.
Erin,"Okay. Alright, bye Cece."
Andy,This guy looks like a real deviant.
Dwight,Uh-huh. Right. And ruin their cloaks? Do you have any idea how expensive wool is in Transylvania? 'Cause of the euro.
Kevin,See this is why you always take ten thousand to one. You never know.
Jim,"Break me off a piece of that applesauce, I don't think..."
Pam,"Um, I don't know, I'm just like, I'm going a little crazy 'cause I keep overhearing all these conversations between Michael and corporate about like, staff issues?"
Andy,Dwight why don’t you tell Susan about some of your hobbies. Survival skills. Ranking of animals.
Michael,Large. If it's a medium I send it back. If it's an extra large I send it back.
Pam,"Okay. Well, if you think of it, I'll be here."
Michael,"Hey, hey, everybody, Ice-cream sandwiches! Aaaahh! Here you go. Take one, take one. It's all good. Phyllis, think fast. Ya-bome! Oh, oh, I see Angela. Angela? Right? Waaaaah! Oh, hey temp. Why don't you take two? Because you don't get health care. And uh, faster metabolism."
Oscar,"Towards me. That's good, towards me. Towards me. Towards me, towards me. Okay, I'm good. I'm good, I'm good."
Kevin,We’re called Kevin and the Zits.
Jim,False. Black bear.
Michael,How do I explain this to Jan?
Jim,Hey.
Jim,"But listen, I'm going to have to talk to her a lot. All right? And there may be chatting, and giggling. And you gotta just pretend to ignore it. Wipe it away."
Pam,Absolutely.
Michael,I actually wrote a movie.
Jim,"Oh, oh, oh, oh!"
Dwight,"Nurse, you know that baby in there, baby Philip? Cancel the circumcision."
Jim,"Ok, thanks."
Jim,Your agenda-taking pleases him.
Toby,"This is fun. You know? I mean, this is fun."
Pam,Michael! What’s going on?
Michael,You made this? Wow. That's... that's very nice.
Michael,You're close with Pam too.
Michael,"Oh, OK. Well, umm... I enjoyed this conversation. It was very nice. It was like talking to the sweet old lady on the bus."
Andy,No! No! No!
Michael,Eww. I hate hospitals. In my mind they are associated with sickness. Oh... She looks like an angel.
Kevin,Yeah.
Dwight,"""We"" don't."
Pam,Big day.
Andy,Yes!
Andy,Do not go there! You’re the deuce I never want to drop.
Andy,"So unfair. Even if I thought that our printers killed baby seals, I would not be a whistleblower. The Bernards, for generations, have silenced whistleblowers. It's how we made all our money. Woody Guthrie wrote a song about us. Old Mr. Bernard, old Mr. Bernard, who have you silenced today?"
Jim,But you're comparing you and Luke to God and Jesus.
Andy,"Okay, here we go. Jessica, I’m really sorry. I just need you to know-"
Dwight,Toby...
Darryl,Cool.
Andy,Ugh! Fine. Did you see this?
Andy,One came up.
Dwight,Normal. Ugly.
Kevin,None taken.
Jim,Hm. Really tough call.
Jim,Microgement.
Angela,That was interesting. What was that?
Michael,"13 hot dogs, everybody!"
Michael,"Okay, well sometimes... sometimes it makes financial sense to lose money, right? Like for tax purposes."
Jim,You don’t know.
Jim,There's the rundown you asked for. I may have expanded some areas that you weren't prepared for.
Andy,So you effectively spent what…four dollars on the entire office?
Michael,Two fifteenths.
Dwight,You can be so modest sometimes.
Jim,What do you mean?
Angela,Maybe that's because some people treat it like their own private Hooters strip club.
Andy,"Look, okay, just be my wingman. Beer me five minutes. Talk to Denise. She's really into White Russians and whippets."
Pam,Ok…
Jim,Nope.
Dwight,I was -- I was right.
Toby,Look at.. Look at me.
Creed,Exactly.
Andy,"Hey Tuna, check it out. Tuna sandwich. Just like you. What-"
Jim,"Yeah, I mean I personally am definitely on board for the giant check."
Pam,"Oh, actually she can."
Dwight,My... It's not my fault you don't understand German; I've been telling you to take it for years!
Erin,Hey.
Ryan,No. Ok. All right. All right. It's over. This is over. OK.
Jim,If this bad idea goes off and we all lose our jobs. Are you going to feel good about that?
Angela,"Look, look, look. Here he comes. Here he comes. What is he doing?"
Michael,Will you?
Oscar,My parents were Mexican.
Dwight,"Oh, no. What's wrong?"
Dwight,Insert it in my mouth.
Andy,Thank you.
Pam,I am fine.
Jim,Sure.
Dwight,Where did you get those?
Pam,"There's some filing, restocking the supply shelves. Replacing the water jug, which nobody likes to do. Um, we... uh, eat a lot of cake!"
Michael,You know what? It was nice to see Devon again. To sort of get closure on that whole thing.
Creed,They make a nice couple.
Phyllis,I’ll do it.
Erin,And we did.
Dwight,"You’re a funny guy Pam. What’s the first thing you guys are gonna do when you move in to the new office? I’m going to walk down the hall and say “Wow, I can’t believe this is real, but it is.” I can’t wait."
Phyllis,Then another woman will get it. We can’t allow that. We have to destroy it.
Ryan,Deal.
Erin,I am so happy you're eating again.
Toby,Oh... yes.
Angela,"Meredith, if you don't come to my party, you will be very, very sorry."
Oscar,"I hate to ask you this, but are there any retirement funds you can borrow from?"
Angela,You’re bad at this too!
Michael,"So these are pizza dogs, they aren’t pigs in a blanket per se."
Michael,I want to keep those so I can see what I sent.
Pam,Exactly the way it is.
Pam,"Oh, yeah. Uh, I think I remember that from back from when I first started."
Andy,We have to clean this up now!
Michael,"I hate shushing. You know, that's the thing! What the... ok... what is our beef as human men."
Ryan,"Hey, no, I can talk, I can talk, I can talk... this is great timing."
Pam,"So. I’ve been thinking, after we win the lottery, we take our winnings…."
Jim,Michael just called the pizza place with a list of demands.
Jim,"No, really, what’s going on?"
Michael,OK.
Michael,"""By the end of the day, my desk was about two feet closer to the copier."""
Dwight,It's always you. Are you going to discipline him or not?
Pam,"Michael, you have to put your hands down."
Michael,"Ah, right here. Three Stooges. High five. Oh, Pam. It's a guy thing, Pam. Now, who was the one before Curly?"
Angela,"No, Dwight!"
Michael,"I don’t own Dunder Mifflin, okay? The job was not mine to give. Look, I need your advice on something. I am told that there are bears in the Rockies."
Angela,‘Cause we come here to do our jobs. We don’t stick our noses in other people’s business.
Michael,"No Michael here, my name is-"
Jim,Is that really how you want to get this job?
Jim,Right?
Dwight,"Hey, we nailed the sale!"
Michael,Yeeesh.
Michael,"Feelin'... feelin' hot, hot, hot!"
Andy,"Hey, Big Tuna. You ever Google Google? What do you think would happen?"
Michael,"Alright guys, well… see ya later warehouse. Catch you on the flippity flip."
Jim,"Well, your office is behind you."
Michael,Because Gabe tattled. I was perfectly happy to just hide it from you.
Jim,That sounds awesome.
Dwight,My actual mother was very cold and distant. I’d say she was the closest thing I had to an aunt.
Michael,"You know what, Christmas isn't about Santa, or Jesus. It's about the workplace. All of you feel like my family. Ryan, you are my son. And Pam, you're my wife. And Jim. And Angela and Phyllis, you are my Grandmas. And Stanley, you're our mailman. And I can't help but look at all your wonderful beautiful faces and think, ""How could they do this to us?"""
Michael,"So I'm thinking, as a reward for our loyal clients, that we contact their assistants, and we find out where they live. And then, we go to their houses, in the middle of the summer, and go caroling. It is a summer Christmas sale-abration. And we call it, a summer sales-a-lot. Feedback? Anybody? Stanley?"
Kelly,Thanks.
Stanley,Has it really been ten years?
Dwight,"Are you pretending to be crazy, huh?"
Dwight,That’s on a need-to-know basis.
Michael,"Okay get off, get off! Oh! Oh, God!"
Angela,Niagara Falls? Pregnant? That was your dream? Pork medallions?
Michael,"Oh, oooh his mistress. No. I’m kidding. No one would ever cheat on you; you are the complete package, Pam."
Jim,"Well, maybe you should get back to work."
Pam,Yeah.
Dwight,Yeah. Yes!
Michael,Paper money. Yeah. The company's doing fine.
Michael,"""Don't sl-"", ok, that's blank Don't, just put it-"
Andy,"Erin, come- Come on. You know I’ve been talking to David Wallace."
Jim,No. They're in the conference room.
Toby,"Andy, we wanted to talk to you. A lot of us are very concerned about you."
Michael,"Grass, weed?"
Erin,I don’t love you anymore.
Jim,Is there really?
Jim,So what are you going to do?
Angela,But...
Dwight,Thank you.
Michael,To be continued!
Michael,Alright.
Michael,"We have a crisis. Apparently, a disgruntled employee at the paper mill decided that it would be funny to put an obscene watermark on our 24 pound cream butter stock. Five hundred boxes has gone out, with the image of a beloved cartoon duck, performing... unspeakable acts upon a certain cartoon mouse that a lot of people like. I've never been a fan."
Jim,"Cons, Ryan. He defrauded the company. He has never made a sale."
Andy,"I am still forming a first impression with Robert. Once it is formed, we can all relax. Ok, I'm sorry to hijack your meeting , D dub dog‚ had to pull rank."
Michael,Sure you don't want to come?
Ryan,We heard about the punch.
Jim,Oh initially I did.
Michael,"Ok, I'm fine, no I know, I'm good, I'm good, it's just."
Dwight,"No, no, no, no, no. You want to wear that puppy right up on the breastbone like a bra."
Dwight,Word.
Darryl,Hey! Do Not Touch My Radio.
Pam,No no no no no! She’ll wake up!
Pam,Ugh.
Darryl,"Hey, are we doing this thing?"
Michael,"Alright, Dwight, knock it off. You better think about what you are doing young man."
Jim,No.
Oscar,Come stay with me.
Michael,I'm just saying we have something... Ok. Whatever.
Jim,"At the Stamford branch, they all play this World War II video game called Call of Duty, and they're all really into it. I'm told it started as a team building exercise. Unfortunately I really suck at it. We didn't play many video games in Scranton. Instead we'd do stuff like, uh, Pam and I would sometimes hum the same high pitched note, and try to get Dwight to make an appointment with an ear doctor. And uh, Pam called it... Pretendenitus."
Michael,"Okay, hold on. Hold on. Now I can’t pay for your college. But you don’t have to go to class to be in class. Online courses are a viable option to a traditional college experience. And the best way to access those courses is with your own personal laptop. Which is rendered useless without batteries, and I have one for each of you."
Andy,We must honorably adhere to the rules we are making up on the spot.
Michael,"That is a very firm handshake. Ow, ow, aahch! Killing my hand, there."
Oscar,Where is this from? That is so upsetting!
Kelly,"Guys, we’re not gonna settle anything this way. I think we just need to be grown-ups here."
Dwight,No. Putting a load on more like it.
Jim,This shouldn't be coming from his boss. And we should also consider the fact that that man has an anger issue.
Michael,"Okay! Thank you Ryan. Good attitude, hottest in the office."
Ryan,Just Curly. Joe DeRita was different.
Michael,Used to be. Evan will call you in the morning to work out the details. We can now sell HammerMill products.
Oscar,I just told them to do it!
Pam,He's not saying what he needs to say.
Michael,"Okay. And thus, Michael Scott sealed his own destiny. In a good way."
Pam,"Come on, it'll take two seconds."
Michael,Really?
Erin,"It’s a thinking technique. All the top executives do it. It keeps the brain moving, and a spinning brain is a working brain."
Dwight,Mmm.
Jim,This is Jim.
Jim,That's what I want.
Jim,So you have the directions.
Ryan,"Sure, last year you guys were riding me really hard for the website and I just peeled out my Z3 and I knocked the mirror off somebody’s car. I never said a thing."
Andy,"Thought about it, I'm in."
Dwight,Thank you.
Jim,"I’m sorry, how did you think I was expected to guess that?"
Michael,Just bragging rights.
Pam,Sure. Uh huh.
Darryl,Hey! He deserves this. And he said I could get in on it too. Yeah.
Michael,Can’t set ’em up like that.
Jim,"Well, it’s not a snowball, ’cause it’s only a dusting. Right?"
Erin,"Get upstairs, mister!"
Toby,"Angela, what do you want me to do?"
Erin,"Okay Andy, that is a bachelorette party, this is Jessica’s friends and they’ve been drinking during the daytime. Should we go?"
Michael,Dwight. I was informed by these gentlemen that the reports that you filed may not entirely be accurate.
Dwight,"You said the program is not open to Caucasians. Well... anthropologically, she is Indian. Indians migrated from the caucuses region of Europe. Therefore, technically, she is Caucasian. You're welcome, America."
Phyllis,She's real good.
Michael,"I know, I know."
Andy,"But I don't think it's a disaster. I think it's fun, and I like the food."
Pam,Is it me? Is it Nellie?
Jim,"Nnnno. Uh, turns out, it was just a really bad idea involving fire. But I think I fixed it."
Michael,"Everybody, in the conference room now, please. Thank you. Time is money."
Andy,"Thank god someone here knows what their talking about. I want you to take this credit card, take Erin to the mall and get that stuff."
Jim,What are you doing?
Darryl,Mmm-hmm. Now you’ve got to drink.
Andy,"Several weeks ago, Andy Bernard had an incident. But after five weeks in Anger Management, I’m back. And I’ve got a new attitude. And a new name. And… a bunch of new techniques for dealing with the grumpies."
Michael,"No, Dwight, we were robbed. How would you even know? You're still stuck in traffic. You?"
Meredith,Tell me about it.
Kelly,Is that traffic school?
Jim,Alright.
Dwight,Were you absent?
Darryl,"Oh, don't worry about it."
Michael,It is Jamaican. The exchange rate is 65-to-1. I don't remember in which direction.
Michael,No! No-- no I am not. Unless you want me to. DO you want me to? Cause I will. I will bribe you. No. Your face is saying don't-- unless I haven't offered you enough... your face isn't changing. What is it? Talk to me face. Tell me what Pam's brain is thinking. Come on! What do you want? What do you want? Do you want a million dollars? Do you want to hit me? Want me to get down on one knee and beg you or--
Erin,"This is a first for me. And, I don’t get a lot of chances, so I have to take them really seriously. I will do whatever it takes to get the job."
Dwight,Alyssa? I guess she's technically the senpai. But nobody really respects her. The only reason she got into regionals was because her competition was a bunch of 13-year-old girls. Put me in that division. Let's see how she does.
Phyllis,"Come on, Bob. Raise your hand."
Toby,"It is real, thank you for saying that."
Michael,"Sounds good. Okay, let's go."
Michael,Hmm.
Andy,"Oh, yeah, I was just tired."
Pam,Hey.
Michael,"Oh, most honorable Pamera. Not offensive, because that’s the way they talk in movies."
Michael,Working on it.
Pam,Very official.
Pam,They're so not.
Michael,Did you tell anyone outside of this office that the printers were catching on fire?
Erin,What's wrong?
Jim,I’m always this close.
Ryan,"Wait! This doesn’t matter. And I don’t even care. Michael, you quit the other job, or you’re fired here."
Jim,"Ok. Right. Oh, so this morning we are having breakfast together and I just looked up from my cereal and I said, "" You know what I want to do today? I want to marry you."""
Jim,I know. And I can’t do it.
Ryan,"I know, but I'd like to give this a try."
Dwight,I'm gonna write you both up for not working.
Andy,Nah. I like my plan better.
Dwight,"Phyllis, no, no. Do not listen to her. She's out of her mind."
Andy,"Hey, check it out. This is The Breakers, Newport, Rhode Island. Huge, awesome gorgeous mansion overlooking the Atlantic. And my dad went to Cornell with the current groundskeeper."
Pam,You see Dwight’s coffee mug?
Dwight,"Oh gee, then why do I have an office?"
Dwight,"I’ll do it! I always say, “You want something done right? Ask Dwight.” Right? Dwight. Right? Dwight. Right Dwight, right Dwight. Sorry, now you’ll never be able to get that out of your head."
Dwight,"Yeah! Yeah! Yeah! Eat sand, you fat, old man!"
Erin,"No, actually most of them went to go see a movie."
Oscar,I'm not done yet.
Michael,I’m going to wear what was once one of my pant legs.
Michael,This... just in. Justin Polznik! Huh?
Pam,You're costume is fantastic!
Dwight,The way that boy looks at the Galactica is precisely the way I look at the Galactica. And he eats the same kind of paper I do. Hmm.
Michael,I'm about to tell everybody. I'm just about to tell everybody.
Pam,What was prison like?
Dwight,"Okay, go ahead, they’re right."
Dwight,Yeah.
Angela,Did you think I stole your baby?
Michael,Really?
Kevin,What a chubbers. Whoa.
Andy,No. They did. And they asked me to ask about it.
Pam,It's too much.
Andy,This is hard for me. I’m a nice guy.
Dwight,"No really. You were terrible at math and organization, time management, personal hygiene. Your internet searches were so filthy we had to throw our your computer."
Michael,"No I’m not. I’m not in a bad mood. I’m not, Jim. Hello? Ok fine, ignore me. Have it your way. Let’s just talk about you, as always. Is sex different after the baby, Jim?"
Angela,"Yes! Tell me! Tell me where he is! Mose, damn it! Where did he go? Mose! Get back here!"
Angela,You play that.
Andy,It's over.
Pam,"Now there's, there's butter on my desk."
Michael,"Yeah, I know. I'm sorry, Toby. We... um... Somebody has to stay here."
Michael,"OK, OK, Fine. Yeah, actually, perfect. Perfect. You know what? There's another side to this place, gentleman. And I know we all love our cushy jobs and our fun, exciting office. But do you realize that underneath us, there's another world. The warehouse world. A world that is teeming with sweat and dirt and life. Life. The bowels of the office. These guys are down there, they are real men doing real man's work. We are going to learn how a warehouse works."
Pam,Are you pushing me off the phone?
Angela,I agree it's unacceptable.
Andy,"Hey, uh, guys. So Robert doesn’t want his wife working here. So now that she is, we have to drive her away."
Pam,"You don't look reluctant, Michael. You look really eager."
Dwight,You said you werenâ€™t going to look back.
Dwight,Oh please! You're not taking any trip.
Jim,"She's engaged, um... to me."
Andy,"I wasn’t acc-, accusing…"
Kelly,Ryan?
Jim,Yes.
Michael,"Yes, but you could tell me. What… What is that? Why are you? Why are we going in the bathroom? I thought this is where you liked your privacy."
Dwight,Merry Christmas.
Pam,"We're not laughing at you, Dwight."
Jim,I think they’re going to the conference finals.
Dwight,ItĂ˘â‚¬â„˘s by the tenderloin.
Pam,"Wait a second, I thought you said that you were hurt."
Darryl,"Maybe, sweetheart. Single dad. Challenges."
Angela,"News flash – If you didn’t carry it around for nine months, it isn’t your kid."
Dwight,I can protect you from Kelly. Will you get out of here? Seriously.
Kelly,(planking on top of cabinet] Very smart.
Meredith,"Oh, that's part of my dream too."
Darryl,Stop.
Michael,Old fashioned meet market --
Michael,Ugh.
Michael,Yes.
Michael,"Apparently, there are allegations that Sabre printers can cause a fire. So they asked me to give a statement to the press. I'm like, what? All right. So I do it. It's on TV last night. And it's in the paper today. And it's online. And then I call Froggy 98.7, the request line. I talk to the host about it on the air. It's like, come on, people, enough."
Jim,"Yes… my pretty hardest. Look, you haven’t dealt with him in awhile, all right. He’s like super Dwight. It’s like he’s been bitten by a radioactive Dwight, or som- Stanley, back me up."
Kevin,"Angela, I am prepared to donate a whopping… 8 dollars to Lipton For America to have an invitation…"
Toby,"Okay, I think we should probably be okay."
Jim,I need you to breathe in my face right now.
Jim,"Great, it's gonna cost a couple a hundred buck and ah... oh actually more with tips."
Michael,Do the monkey face.
Jim,And then we checked the fax machine.
Michael,Hi Santa.
Pam,That’s the weirdest possible solution to the problem.
Meredith,...Jim.
Pam,Excuse me.
Jim,"Well, A for effort right?"
Jim,What?
Dwight,It’s not my responsibility to solve your marriage problems by spending my money on gas.
Angela,Can you do me a little favor? Go to my place at lunch and give Sprinkles her medicine.
Michael,"Oh-whoa-oh! Oh! Okay. Grade ‘A’ gossip for you, right now. Randall, CFO, resigned. Nobody knows why."
Stanley,What are you doing?
Michael,"Holly broke up with A.J last week, which is the greatest thing that has ever happened… to me. To Holly, it’s been the worst week of her life, and I know for a fact that there was a week for her in high school when she got mono and her first period ever. Too much information? That’s what I thought. But, you know what? Here I am using it."
Dwight,"Come on. Nice try, Josh!"
Michael,"Yes, I was watching Jim's face."
Dwight,I see dead people.
Jim,Dwight!
Pam,Guess what?
Pam,"You know, when Holly gets back, everyone will tell her what a great job you did. And then she'll realize what she's missing."
Dwight,Well today’s your lucky day. I have opened in this very office building Dwight Schrute’s Gym for Muscles. You wanna take a look?
Jim,"Um, what's going on here?"
Dwight,"He sometimes wears glasses, write that down. Also, that may not be his real hair."
Michael,
Darryl,A book about oceans.
Phyllis,Go get him Bobby!
Kelly,Where will you be staying while you’re in Scranton?
Kelly,"Because yesterday when I was taking an online quiz about trying to find my ideal weight for my frame, you said that was inappropriate."
Andy,Mornin’ Jim.
Andy,The bookstore?
Kevin,Cool.
Dwight,When is the Paleolithic Age?
Angela,"I’m not moving the tree. Face it. The only power you have over me is this big secret that I know you’re not going to tell. And you want to know how I know that? Because then you won’t be able to plan your stupid, tacky parties anymore. So you move the tree."
Phyllis,Was there a fistfight?
Michael,"Oh hey, well, diversity, everybody, let's do it. Oscar works in... here. Jim, could you wrap it up, please?"
Michael,Just…
Michael,"Oh my God, something’s happening."
Andy,I can’t tell if he’s mocking me.
Dwight,"Come on, this will be the only thrill of your boring life."
Meredith,...when he was telling us his dumbass plan.
Dwight,That never happened. He’s always been a liar. Ever since he was a little kid. He got caught √Ę‚ā¨Ňďsaving treats√Ę‚ā¨¬Ě from the kitty litter box.
Erin,"Gabe and I are having a party, and everyone’s invited, and it’s at his house apartment and we’re gonna watch Glee."
Dwight,Apology rejected.
Dwight,"Shh, shh, shh."
Michael,"Okay, security guard."
Michael,"Midnight, Oscar! Don't worry, Kelly will be training you first."
Meredith,Hey jabroni. Show some class.
Michael,"Yeah. Ummm, hmm... True. Look, I don't want to leave this branch that I love to an outside hire therefore we are going to have a one hundred point winner take all sudden death tribal council round. To test the aspect of my job that I think is the most important, something I call the Bob Hope factor."
Meredith,My kid needs shoes! You want to tell him he doesn't get shoes?!
Dwight,"Gladly! I’d accept that award, because a bitch, is a female dog!"
Andy,Totally. What--- Who?
Michael,"Come on, let’s go back to the party."
Creed,I think it's 75 cents.
Andy,Apology not… accepted. Because it wasn’t even necessary in the first place.
Pam,"Forget everything we taught you. Hey, Jan! ItĂ˘â‚¬â„˘s so great to see you."
Dwight,"Oh, my God! It’s the first snowfall of Christmas. Is that just so magical for you, little girl? Can you not wait to have a hot chocolate, and cuddle up with Papa and tell him about all your Christmas dreams, hmm? It’s not even a real snow. Look, it’s a dusting. Pitiful."
Jim,But! That girl must've had monstrous hands because the holes fit.
Ryan,Woooo!
Dwight,I deserve this. You know I do!
Michael,"I am the plant. Every great seminar has one. My job is to make the speaker look good, and I do this through the techniques of leading questions and laughing at all jokes. And the character “Mikanos”, is just a little added flava. “Mikanos” is loosely based on another character I do, “Spiros”, who is more about the ladies."
Dwight,"Okay, this is a mis-use of company phones."
Toby,"So, hey, you wanna trade?"
Oscar,"Toby! I am Bacchus, god of wine!"
Ryan,Hey Pam. I haven't settled on our final design logo yet for Dunder Mifflin Infinity and I know you're into graphic design. Do you want to give it a shot? Maybe try and deisgn the logo?
Michael,"No, nothing like that at all."
Michael,Hup!
Erin,"I, really don’t like spending time with him."
Pam,Gross. I love it.
Phyllis,"Michael, you make fun of us every day."
Creed,"Creed Bratton has never declared bankruptcy. When Creed Bratton gets in trouble, he transfers his debt to William Charles Schneider."
Dwight,No!
Dwight,"Michael, you know I can't take this."
Dwight,"The Schrutes are a very loyal breed. But I also have Mannheim blood from my German grandmother. And the Mannheims knew when to cut and run. No sense going down with a losing regime. But the Schrute blood... It's amazing that when these two bloods mix, the whole thing didn't explode."
Dwight,"I don't know. Two, maybe three if one wears out. How many shoes do you need?"
Dwight,Phhhht. No judge is gonna believe that...
Kevin,"The statement that I am making, Oscar, is that I kind of look like Michael Moore."
Michael,Mmm... okay. Uhh... hmm... okay. Never mind. Carry on.
Kevin,"In case you weren’t hungry now, but you got hungry later."
Michael,"Mmm. Thanks for going out, guys."
Dwight,"Prideful idiots. Watch how it's done. Gabriel, I apologize."
Jim,Yikes.
Andy,"I mean, like, ""156 paces from the light red mailbox, make a left."""
Michael,"I burned my foot!!! Ok, twenty minutes, conference room, everybody’s in there!"
Michael,"Oh, right, those are clues. And within each clue is a lesson. You learn a lesson, and then you find a lead. The leads are scattered all over the industrial park. I am trying to make your kids respect you. Because a father needs to respect his boss, and kids don't respect the father who doesn't respect the boss. Do you understand that line of logic?"
Dwight,"Yes, I just had a ques-... Yes Sensei. Arigatou gozaimashita. Hai."
Michael,"And oh, Jim..."
Kelly,"Look, I stayed up all night and I watched that gd wedding, and then I came to work and I made everyone else watch it all day. Meredith wasn’t even here."
Pam,"You know what, Michael? For what it's worth... I was wrong, too. I thought she was interested in you."
Michael,"I'm improvising, so just try to keep up."
Toby,Yeah.
Jim,"That’d be great, thank you."
Andy,Merry Christmas Erin! Take it away boys!
Michael,"T.M.I.? Too much information. Ah, it's just easier to say T.M.I. I used to say ""Don't go there"" but that's... lame."
Pam,Happy birthday Michael.
Andy,OK what?
Dwight,...I'll consider it.
Michael,"I guess there are just some people who you stay together with when you transfer, and some people you don’t. And that’s just the way it is. And I can be mature about that."
Kevin,"Sir, please. This show is about me and my attempts to find love in all the wrong places."
Jim,- two percent milk! What I forgot for the coffee.
Dwight,"Hey. The way I see it, it’s getting late, and the only thing standing between you and a warm bed is my friend’s pizza discount. So whattaya say? Oh, so that’s how it’s gonna be. Well, I can stay here all night if I have to. I’ve done it before."
Michael,Hey.
Meredith,"Liaisons, you mean meet-ups? I don’t know, once a month for six years. Something like that."
Jim,Threat Level: Midnight is the great lost film of Michael Scott.
Erin,"Yeah. Yes, of course. Ah… I feel really tired."
Ryan,I don't think you understand how jeopardy works.
Dwight,They are now.
Michael,It's a surprise.
Pam,OK.
Michael,"No, you’re not. You’re getting past it. You have to close. You can do it."
Michael,"No--- my--- OK, this is insane. You can get out of here. Get out!"
Michael,Yeah.
Dwight,"Why is everyone clumped around accounting? Break it up, you clique."
Darryl,"Thanks, it's cool. So..."
Michael,I am ready to do this! I am ready to make a point!
Phyllis,Did you get any clients back?
Andy,"Now, stated arrival time is 3 p.m."
Pam,Great.
Pam,I feel good. Wow.
Pam,Read through the pain. Be strong.
Stanley,"Aw, let him do it."
Michael,Oka--
Dwight,Michael. Incredible news. Grotti is clean.
Michael,"Yes, you did."
Oscar,He said he wanted me there for support.
Kelly,"They tried to keep us apart, but they couldnt. It was like destiny."
Erin,A hotel waffle. I know what I want to eat. Is that crazy?
Pam,Hmm.
Oscar,Have you been to the beach yet?
Michael,"Wow, you're kidding me! Do you wanna talk about?"
Michael,Yeah. Moved Ryan over to your desk.
Michael,"I mean, they're just dough twisted up with some candy. They taste so good in my mouth."
Andy,Don√¢‚Ç¨‚Ñ¢t care. Tell me later.
Pam,"Yeah, mostly."
Jim,That was one time-
